Reference,CIC17,CIC18_FRIDAY-2,CIC18_THURSDAY-1,CIC18_THURSDAY-2,CIC18_THURSDAY-3,CIC18_TUESDAY,CIC18_WEDNESDAY-1,CIC18_WEDNESDAY-2,CIC18_WEDNESDAY-3
CIC17,0.9932,0.9966,0.9324,0.9964,0.6452,0.8432,0.7779,0.5029,0.8188
