Reference,CIC17,CIC18_FRIDAY-2,CIC18_THURSDAY-1,CIC18_THURSDAY-2,CIC18_THURSDAY-3,CIC18_TUESDAY,CIC18_WEDNESDAY-1,CIC18_WEDNESDAY-2,CIC18_WEDNESDAY-3
CIC17,97.36,27.68,42.62,18.45,0.61,-1.55,-1.47,0.0,0.11
